productName,quantity,productDescription,materialType,weight,price
Socket L,401,A high-quality socket designed for durability and efficiency.,Wood,68.9,330.0
Drill Bit M,385,A high-quality drill designed for durability and efficiency.,Metal,66.59,188.74
Grinder N,196,A high-quality grinder designed for durability and efficiency.,Ceramic,40.31,382.77
Screw O,320,A high-quality screw designed for durability and efficiency.,Plastic,79.44,439.14
Bolt P,14,A high-quality bolt designed for durability and efficiency.,Composite,70.5,145.9
Nail Q,67,A high-quality nail designed for durability and efficiency.,Glass,52.67,381.68
Hammer R,151,A high-quality hammer designed for durability and efficiency.,Plastic,54.0,265.86
Wrench S,7,A high-quality wrench designed for durability and efficiency.,Composite,30.08,387.75
Drill T,445,A high-quality drill designed for durability and efficiency.,Glass,38.17,1.38
Saw U,111,A high-quality saw designed for durability and efficiency.,Wood,46.92,137.49
Pliers V,338,A high-quality pliers designed for durability and efficiency.,Ceramic,35.92,136.33
Tape Measure W,184,A high-quality tape designed for durability and efficiency.,Plastic,71.58,62.25
Screwdriver X,166,A high-quality screwdriver designed for durability and efficiency.,Metal,96.68,403.74
Nut Y,389,A high-quality nut designed for durability and efficiency.,Composite,39.62,315.99
Washer Z,152,A high-quality washer designed for durability and efficiency.,Wood,8.64,423.37
Chisel A,399,A high-quality chisel designed for durability and efficiency.,Fabric,50.11,150.41
Clamp B,289,A high-quality clamp designed for durability and efficiency.,Composite,11.72,51.42
Level C,66,A high-quality level designed for durability and efficiency.,Fabric,42.6,50.31
Sandpaper D,243,A high-quality sandpaper designed for durability and efficiency.,Wood,37.99,303.44
Wire Cutter E,318,A high-quality wire designed for durability and efficiency.,Fabric,17.08,199.75
Socket F,132,A high-quality socket designed for durability and efficiency.,Fabric,92.55,335.46
Drill Bit G,119,A high-quality drill designed for durability and efficiency.,Plastic,44.93,85.21
Grinder H,43,A high-quality grinder designed for durability and efficiency.,Composite,41.09,498.68
Screw I,57,A high-quality screw designed for durability and efficiency.,Plastic,41.91,322.9
Bolt J,413,A high-quality bolt designed for durability and efficiency.,Fabric,81.51,94.28
Nail K,363,A high-quality nail designed for durability and efficiency.,Ceramic,57.98,12.79
Hammer L,289,A high-quality hammer designed for durability and efficiency.,Ceramic,48.98,490.66
Wrench M,292,A high-quality wrench designed for durability and efficiency.,Wood,87.61,156.11
Drill N,440,A high-quality drill designed for durability and efficiency.,Glass,36.27,178.72
Saw O,402,A high-quality saw designed for durability and efficiency.,Metal,10.36,269.27
Pliers P,346,A high-quality pliers designed for durability and efficiency.,Composite,45.51,141.96
Tape Measure Q,494,A high-quality tape designed for durability and efficiency.,Plastic,61.64,415.4
Screwdriver R,154,A high-quality screwdriver designed for durability and efficiency.,Ceramic,24.69,472.34
Nut S,87,A high-quality nut designed for durability and efficiency.,Metal,6.6,244.88
Washer T,156,A high-quality washer designed for durability and efficiency.,Wood,30.63,75.16
Chisel U,237,A high-quality chisel designed for durability and efficiency.,Glass,97.59,286.72
Clamp V,126,A high-quality clamp designed for durability and efficiency.,Glass,58.2,462.35
Level W,473,A high-quality level designed for durability and efficiency.,Metal,0.63,21.38
Sandpaper X,130,A high-quality sandpaper designed for durability and efficiency.,Ceramic,93.42,410.16
Wire Cutter Y,388,A high-quality wire designed for durability and efficiency.,Wood,52.01,173.15
Socket Z,64,A high-quality socket designed for durability and efficiency.,Metal,41.51,318.09
Drill Bit A,392,A high-quality drill designed for durability and efficiency.,Glass,67.14,28.87
Grinder B,492,A high-quality grinder designed for durability and efficiency.,Metal,64.56,259.89
Screw C,311,A high-quality screw designed for durability and efficiency.,Wood,9.71,109.27
Bolt D,267,A high-quality bolt designed for durability and efficiency.,Ceramic,33.89,201.02
Nail E,373,A high-quality nail designed for durability and efficiency.,Metal,79.67,394.01
Hammer F,382,A high-quality hammer designed for durability and efficiency.,Metal,93.2,282.29
Wrench G,154,A high-quality wrench designed for durability and efficiency.,Ceramic,21.6,405.15
Drill H,87,A high-quality drill designed for durability and efficiency.,Metal,91.34,383.26
Saw I,2,A high-quality saw designed for durability and efficiency.,Fabric,13.66,424.27
Pliers J,326,A high-quality pliers designed for durability and efficiency.,Glass,7.12,123.77
Tape Measure K,156,A high-quality tape designed for durability and efficiency.,Fabric,16.37,44.24
Screwdriver L,35,A high-quality screwdriver designed for durability and efficiency.,Metal,82.08,290.48
Nut M,416,A high-quality nut designed for durability and efficiency.,Fabric,34.51,30.12
Washer N,149,A high-quality washer designed for durability and efficiency.,Glass,65.7,134.39
Chisel O,336,A high-quality chisel designed for durability and efficiency.,Plastic,86.36,292.53
Clamp P,118,A high-quality clamp designed for durability and efficiency.,Metal,74.3,58.97
Level Q,377,A high-quality level designed for durability and efficiency.,Plastic,42.77,271.45
Sandpaper R,23,A high-quality sandpaper designed for durability and efficiency.,Plastic,2.12,1.8
Wire Cutter S,153,A high-quality wire designed for durability and efficiency.,Wood,20.09,460.04
Socket T,364,A high-quality socket designed for durability and efficiency.,Plastic,37.06,361.79
Drill Bit U,418,A high-quality drill designed for durability and efficiency.,Glass,81.48,241.71
Grinder V,355,A high-quality grinder designed for durability and efficiency.,Wood,51.89,102.9
Screw W,115,A high-quality screw designed for durability and efficiency.,Wood,4.49,300.23
Bolt X,115,A high-quality bolt designed for durability and efficiency.,Composite,99.35,296.7
Nail Y,458,A high-quality nail designed for durability and efficiency.,Composite,94.22,434.89
Hammer Z,419,A high-quality hammer designed for durability and efficiency.,Metal,35.09,282.94
Wrench A,399,A high-quality wrench designed for durability and efficiency.,Glass,52.85,429.44
Drill B,224,A high-quality drill designed for durability and efficiency.,Fabric,14.89,328.91
Saw C,61,A high-quality saw designed for durability and efficiency.,Plastic,45.54,226.68
Pliers D,124,A high-quality pliers designed for durability and efficiency.,Ceramic,56.05,460.59
Tape Measure E,13,A high-quality tape designed for durability and efficiency.,Composite,90.25,323.67
Screwdriver F,420,A high-quality screwdriver designed for durability and efficiency.,Glass,30.76,406.38
Nut G,270,A high-quality nut designed for durability and efficiency.,Fabric,50.87,254.38
Washer H,360,A high-quality washer designed for durability and efficiency.,Glass,67.96,466.4
Chisel I,431,A high-quality chisel designed for durability and efficiency.,Metal,28.73,208.02
Clamp J,218,A high-quality clamp designed for durability and efficiency.,Composite,31.78,170.95
Level K,389,A high-quality level designed for durability and efficiency.,Composite,22.01,158.28
Sandpaper L,406,A high-quality sandpaper designed for durability and efficiency.,Ceramic,16.32,190.97
Wire Cutter M,389,A high-quality wire designed for durability and efficiency.,Composite,11.88,356.44
Socket N,202,A high-quality socket designed for durability and efficiency.,Metal,18.19,475.29
Drill Bit O,179,A high-quality drill designed for durability and efficiency.,Metal,4.43,428.65
Grinder P,222,A high-quality grinder designed for durability and efficiency.,Ceramic,70.47,249.48
Screw Q,12,A high-quality screw designed for durability and efficiency.,Plastic,87.22,453.29
Bolt R,16,A high-quality bolt designed for durability and efficiency.,Plastic,81.43,33.27
Nail S,227,A high-quality nail designed for durability and efficiency.,Plastic,46.93,94.22
Hammer T,438,A high-quality hammer designed for durability and efficiency.,Metal,6.53,418.63
Wrench U,490,A high-quality wrench designed for durability and efficiency.,Ceramic,29.04,489.1
Drill V,458,A high-quality drill designed for durability and efficiency.,Fabric,21.7,270.81
Saw W,289,A high-quality saw designed for durability and efficiency.,Plastic,99.22,358.14
Pliers X,12,A high-quality pliers designed for durability and efficiency.,Composite,27.26,52.78
Tape Measure Y,388,A high-quality tape designed for durability and efficiency.,Fabric,60.04,239.2
Screwdriver Z,69,A high-quality screwdriver designed for durability and efficiency.,Fabric,29.05,358.73
Nut A,47,A high-quality nut designed for durability and efficiency.,Ceramic,24.24,117.83
Washer B,476,A high-quality washer designed for durability and efficiency.,Metal,40.65,39.82
Chisel C,411,A high-quality chisel designed for durability and efficiency.,Ceramic,47.7,188.62
Clamp D,478,A high-quality clamp designed for durability and efficiency.,Metal,50.31,346.76
Level E,283,A high-quality level designed for durability and efficiency.,Plastic,37.73,66.67
Sandpaper F,148,A high-quality sandpaper designed for durability and efficiency.,Composite,88.9,237.87
Wire Cutter G,79,A high-quality wire designed for durability and efficiency.,Composite,83.43,49.48
Socket H,436,A high-quality socket designed for durability and efficiency.,Ceramic,75.78,252.55
Drill Bit I,335,A high-quality drill designed for durability and efficiency.,Fabric,93.57,208.98
Grinder J,407,A high-quality grinder designed for durability and efficiency.,Wood,82.96,89.42
Screw K,320,A high-quality screw designed for durability and efficiency.,Metal,38.62,404.17
Bolt L,316,A high-quality bolt designed for durability and efficiency.,Plastic,67.97,428.36
Nail M,458,A high-quality nail designed for durability and efficiency.,Fabric,77.18,345.28
Hammer N,168,A high-quality hammer designed for durability and efficiency.,Glass,1.07,46.27
Wrench O,8,A high-quality wrench designed for durability and efficiency.,Ceramic,15.2,150.48
Drill P,61,A high-quality drill designed for durability and efficiency.,Ceramic,73.9,163.95
Saw Q,29,A high-quality saw designed for durability and efficiency.,Metal,19.36,260.44
Pliers R,73,A high-quality pliers designed for durability and efficiency.,Metal,62.82,142.73
Tape Measure S,92,A high-quality tape designed for durability and efficiency.,Glass,19.37,485.48
Screwdriver T,224,A high-quality screwdriver designed for durability and efficiency.,Metal,0.19,457.59
Nut U,288,A high-quality nut designed for durability and efficiency.,Ceramic,3.47,233.66
Washer V,347,A high-quality washer designed for durability and efficiency.,Wood,24.45,425.53
Chisel W,103,A high-quality chisel designed for durability and efficiency.,Composite,1.67,169.8
Clamp X,121,A high-quality clamp designed for durability and efficiency.,Plastic,44.56,107.63
Level Y,153,A high-quality level designed for durability and efficiency.,Composite,57.61,9.15
Sandpaper Z,79,A high-quality sandpaper designed for durability and efficiency.,Wood,32.63,429.36
Wire Cutter A,47,A high-quality wire designed for durability and efficiency.,Fabric,92.73,79.28
Socket B,266,A high-quality socket designed for durability and efficiency.,Fabric,36.22,5.66
Drill Bit C,458,A high-quality drill designed for durability and efficiency.,Metal,8.06,238.87
Grinder D,20,A high-quality grinder designed for durability and efficiency.,Plastic,41.42,435.32
Screw E,11,A high-quality screw designed for durability and efficiency.,Plastic,69.14,297.01
Bolt F,178,A high-quality bolt designed for durability and efficiency.,Composite,25.95,499.87
Nail G,162,A high-quality nail designed for durability and efficiency.,Fabric,70.97,278.29
Hammer H,166,A high-quality hammer designed for durability and efficiency.,Ceramic,25.1,96.97
Wrench I,480,A high-quality wrench designed for durability and efficiency.,Wood,93.74,121.18
Drill J,99,A high-quality drill designed for durability and efficiency.,Metal,58.86,407.61
Saw K,288,A high-quality saw designed for durability and efficiency.,Ceramic,38.84,198.86
Pliers L,494,A high-quality pliers designed for durability and efficiency.,Ceramic,47.35,253.5
Tape Measure M,237,A high-quality tape designed for durability and efficiency.,Wood,50.51,410.1
Screwdriver N,95,A high-quality screwdriver designed for durability and efficiency.,Wood,14.94,150.95
